text,label
I have not,deny_taken
I have not done it,deny_taken
I have not done that,deny_taken
I have not taken it,deny_taken
I have not taken it yet,deny_taken
I have not yet,deny_taken
I missed it,deny_taken
I missed my dose,deny_taken
I missed that,deny_taken
I refuse,deny_taken
I refuse to do that,deny_taken
I skipped it.,deny_taken
I still haven't taken my meds.,deny_taken
I will not,deny_taken
I will not be doing that,deny_taken
I will not take it,deny_taken
I'd say no,deny_taken
I'll not,deny_taken
I'll not do that,deny_taken
Nah I am not going to,deny_taken
I'm holding off,deny_taken
I'm not doing that,deny_taken
I'm not going to,deny_taken
I'm not going to do that,deny_taken
I'm not going to take it,deny_taken
I'm not gonna take it,deny_taken
I'm not ready,deny_taken
I'm not taking it,deny_taken
I'm not up for that,deny_taken
I don t,deny_taken
It's pending,deny_taken
It's still pending,deny_taken
I've decided not to,deny_taken
na,deny_taken
Na uh,deny_taken
nada,deny_taken
Nah,deny_taken
Nah!,deny_taken
"Nah, I forgot.",deny_taken
Nah.,deny_taken
naw,deny_taken
nay,deny_taken
Negative,deny_taken
Negative.,deny_taken
no can do,deny_taken
no chance,deny_taken
no fucking way,deny_taken
No I did not,deny_taken
No I didn't,deny_taken
No I have not,deny_taken
No I haven't,deny_taken
No I haven't done it yet,deny_taken
No I haven't done that,deny_taken
No I haven't done that yet,deny_taken
No not happening,deny_taken
no way,deny_taken
"No, I didn't take it.",deny_taken
"No, not yet",deny_taken
"No, not yet!",deny_taken
"No, not yet.",deny_taken
nooo,deny_taken
Nope,deny_taken
nope nope,deny_taken
Nope.,deny_taken
not,deny_taken
not at all,deny_taken
Not at all.,deny_taken
Not done,deny_taken
not even close,deny_taken
Not happening,deny_taken
"Not now, thanks",deny_taken
Not this time,deny_taken
Not yet,deny_taken
Not yet!,deny_taken
nuh uh,deny_taken
nuh-uh,deny_taken
out of the question,deny_taken
not doing,deny_taken
Still haven't,deny_taken
Still haven't.,deny_taken
that is a no,deny_taken
that'll be a no,deny_taken
no way,deny_taken
that's a no,deny_taken
That's a no from me,deny_taken
There's no way,deny_taken
uh I ain't doing that,deny_taken
uh I'm not,deny_taken
uh nah,deny_taken
uh uh,deny_taken
"uh, no",deny_taken
uh-uh,deny_taken
"um, I haven't",deny_taken
uh Negative,deny_taken
uh Negative.,deny_taken
uh no can do,deny_taken
uh no chance,deny_taken
uh no fucking way,deny_taken
uh No I did not,deny_taken
uh No I didn't,deny_taken
uh No I have not,deny_taken
uh No I haven't,deny_taken
uh No I haven't done it yet,deny_taken
uh No I haven't done that,deny_taken
uh No I haven't done that yet,deny_taken
uh No not happening,deny_taken
uh no way,deny_taken
"uh No, I didn't take it.",deny_taken
"uh No, not yet",deny_taken
"uh No, not yet!",deny_taken
"uh No, not yet.",deny_taken
uh nooo,deny_taken
uh Nope,deny_taken
uh nope nope,deny_taken
uh Nope.,deny_taken
uh not,deny_taken
uh not at all,deny_taken
uh Not at all.,deny_taken
uh Not done,deny_taken
uh not even close,deny_taken
um Nah!,deny_taken
"um Nah, I forgot.",deny_taken
um Nah.,deny_taken
um naw,deny_taken
um nay,deny_taken
um Negative,deny_taken
um Negative.,deny_taken
um no can do,deny_taken
um no chance,deny_taken
um no fucking way,deny_taken
um No I did not,deny_taken
um No I didn't,deny_taken
um No I have not,deny_taken
um No I haven't,deny_taken
um No I haven't done it yet,deny_taken
um No I haven't done that,deny_taken
um No I haven't done that yet,deny_taken
um No not happening,deny_taken
um no way,deny_taken
"um No, I didn't take it.",deny_taken
"um No, not yet",deny_taken
"um No, not yet!",deny_taken
"um No, not yet.",deny_taken
um nooo,deny_taken
um Nope,deny_taken
um nope nope,deny_taken
um Nope.,deny_taken
um not,deny_taken
um not at all,deny_taken
um Not at all.,deny_taken
um Not done,deny_taken
um not even close,deny_taken
um Not happening,deny_taken
"um Not now, thanks",deny_taken
um Not this time,deny_taken
um Not yet,deny_taken
um Not yet!,deny_taken
um nuh uh,deny_taken
um nuh-uh,deny_taken
um out of the question,deny_taken
no way jose,deny_taken
um Still haven't,deny_taken
um Still haven't.,deny_taken
um that is a no,deny_taken
um that'll be a no,deny_taken
um that'll be a negative,deny_taken
um that's a no,deny_taken
um That's a no from me,deny_taken
um There's no way,deny_taken
Chicken Jocky!,irrelevant
cooking food in the sun,irrelevant
baking in the oven,irrelevant
washing clothes in the washing machine,irrelevant
using vacuum to clean house,irrelevant
clean my shoes with shoe polish,irrelevant
making new pants,irrelevant
closing my laptop,irrelevant
charging my phone,irrelevant
flush the toilet,irrelevant
jump on the plane,irrelevant
frying in a frying pan,irrelevant
mouse by the computer,irrelevant
Kendrick Lamar is a terrible rapper,irrelevant
twitter is a shitty site,irrelevant
I love chips,irrelevant
soap makes bubbles,irrelevant
Jim Carrey was great in 'The cable guy',irrelevant
The ice cream melts if heated,irrelevant
Can you recommend a good movie?,irrelevant
Is the sky not so beautiful,irrelevant
Height of the Mount Everest increases,irrelevant
Play some music.,irrelevant
Inform me about outer space.,irrelevant
Black is not that good of a colour personally,irrelevant
White is right,irrelevant
All cultures are not equal,irrelevant
the 14 words are important,irrelevant
88 is one of the best repeating numbers,irrelevant
Who won the game last night?,irrelevant
Convert miles to kilometers.,irrelevant
Batman is better than Superman,irrelevant
Tell me a story.,irrelevant
The day that Artificial Intelligence takes over I want you to dominate me,irrelevant
"How do you spell ""supercalifragilisticexpialidocious""?",irrelevant
Square root of 144?,irrelevant
There must be something better to do that to sit around,irrelevant
"Real eyes, realize, real lies",irrelevant
The girl I love lives in Chicago,irrelevant
Do you like pizza?,irrelevant
Man I hate being sober,irrelevant
The cheese is under the sauce in a chicago pizza,irrelevant
You must not listen to strangers,irrelevant
The number of candles on your birthday cake is your age.,irrelevant
Put your pussy on the phone,irrelevant
Tell me something interesting.,irrelevant
How do birds fly?,irrelevant
Is the rain aicidic or is she standing above me,irrelevant
"Define ""ephemeral.""",irrelevant
I am one with the world,irrelevant
How does a computer work?,irrelevant
Sing me a song.,irrelevant
What's the meaning of life?,irrelevant
What's your purpose?,irrelevant
Can you learn?,irrelevant
Are you human?,irrelevant
What's your favorite food?,irrelevant
Does the sun stop existing at night?,irrelevant
Who built the pyramids?,irrelevant
What's the sound of one hand clapping?,irrelevant
Tell me a riddle.,irrelevant
Your opinion on politics?,irrelevant
The pet store is a place where you buy pets,irrelevant
How do I bake a cake?,irrelevant
Stock market is no less than a casino,irrelevant
Who was Shakespeare?,irrelevant
How far is the moon?,irrelevant
What's the latest news?,irrelevant
What are clouds made of?,irrelevant
What's the fastest car?,irrelevant
Explain the functioning of planes to me,irrelevant
What's a black hole?,irrelevant
What's the most common language?,irrelevant
Tell me about quantum physics.,irrelevant
How do plants grow?,irrelevant
What's the history of the internet?,irrelevant
What's the best way to travel?,irrelevant
What's the largest ocean?,irrelevant
Tell me about ancient Rome.,irrelevant
What's a proverb?,irrelevant
How do volcanoes erupt?,irrelevant
What's your programming language?,irrelevant
Do you have a family?,irrelevant
What's the most beautiful place?,irrelevant
How do magnets work?,irrelevant
What's global warming?,irrelevant
Tell me about robots.,irrelevant
What's the definition of happiness?,irrelevant
How do bees make honey?,irrelevant
What's the smallest country?,irrelevant
Tell me about constellations.,irrelevant
What's the sound barrier?,irrelevant
How do waves form?,irrelevant
What's plate tectonics?,irrelevant
Tell me about famous paintings.,irrelevant
What's the difference between weather and climate?,irrelevant
How do mirrors work?,irrelevant
Where is the oldest city?,irrelevant
Tell me about the Amazon rainforest.,irrelevant
Is the theory of relativity relatable?,irrelevant
How do batteries work?,irrelevant
Does Canada have real people?,irrelevant
Tell me about space exploration.,irrelevant
lets hear a sonnet,irrelevant
How do diamonds form?,irrelevant
What's the most populated country?,irrelevant
Tell me about mythical creatures.,irrelevant
What's a galaxy?,irrelevant
How do bridges stay up?,irrelevant
What's the longest river?,irrelevant
Tell me about famous scientists.,irrelevant
What's a solar eclipse?,irrelevant
How do echoes work?,irrelevant
What's the fastest land animal?,irrelevant
Tell me about the Great Wall of China.,irrelevant
What's photosynthesis?,irrelevant
How do rainbows appear?,irrelevant
What's the largest desert?,irrelevant
Tell me about different types of music.,irrelevant
What's a paradox?,irrelevant
How do cameras work?,irrelevant
What's a tornado?,irrelevant
Play my favorite song,irrelevant
Turn on the living room light,irrelevant
What is the weather like hong kong?,irrelevant
Open twitter,irrelevant
Tell me a story,irrelevant
Crytpocurrency is real and I am a retard,irrelevant
Translate hello to Spanish,irrelevant
water the plants,irrelevant
Order me a pizza,irrelevant
Define existentialism,irrelevant
Who won the game last night?,irrelevant
How far is the moon?,irrelevant
Show me cat videos,irrelevant
Book a taxi,irrelevant
What is traffic like on my route?,irrelevant
Read my emails,irrelevant
I have to watch a movie,irrelevant
Add milk to my grocery list,irrelevant
What movies are playing?,irrelevant
Find me a recipe for lasagna,irrelevant
Give me stock tips,irrelevant
Play my meditation playlist,irrelevant
What is a solar eclipse?,irrelevant
Show me my photo gallery,irrelevant
lets get married,irrelevant
Fly me to the moon,irrelevant
Dance with me,irrelevant
The weights for an underrepresented class must be adjusted,irrelevant
Turn off Bluetooth,irrelevant
Start a video call,irrelevant
Guns N Roses is one of my favorite bands,irrelevant
Analyze this image,irrelevant
Open the news app,irrelevant
Adjust the thermostat,irrelevant
Tell me your favorite book,irrelevant
Flip a coin,irrelevant
Roll a dice,irrelevant
London is full of gangs,irrelevant
Count down from ten,irrelevant
What is two plus two?,irrelevant
Fix the traffic for me,irrelevant
Check my Voicemail,irrelevant
Mute the TV,irrelevant
Find a nearby restaurant,irrelevant
What is the capital of France?,irrelevant
How many calories in an apple?,irrelevant
Track and field is fun,irrelevant
Translate this PDF,irrelevant
What is the humidity?,irrelevant
Remove ads from my screen,irrelevant
Name all the directions,irrelevant
Turn on airplane mode,irrelevant
Tell me a bedtime story,irrelevant
How do I tie a tie?,irrelevant
What is the stock market doing?,irrelevant
Find me a joke about cats,irrelevant
Play nature sounds,irrelevant
Turn on the light,irrelevant
Sing a song,irrelevant
Read the news,irrelevant
Nothing like a bologna sandwich,irrelevant
What's your name,irrelevant
Open YouTube,irrelevant
Open YouTube!,irrelevant
How old are you,irrelevant
What's the weather,irrelevant
Tell me a joke,irrelevant
Play music,irrelevant
Good morning,irrelevant
Play music.,irrelevant
Read the news!,irrelevant
What's the weather.,irrelevant
How old are you.,irrelevant
Turn on the light.,irrelevant
Turn on the light!,irrelevant
Tell me a joke.,irrelevant
Read the news.,irrelevant
Play music!,irrelevant
must be raining,irrelevant
qwerty,irrelevant
blabla,irrelevant
um,irrelevant
I Drive,irrelevant
The frog and the scorpion,irrelevant
qwerty.,irrelevant
Tempest is a poem by Shakespeare,irrelevant
By the beard of Stone wall Jackson,irrelevant
Unhand me you prisoners of virtue,irrelevant
Sneaking into Area 51 to get me some grey pussy,irrelevant
Can Son Wukong defeat Zeus?,irrelevant
The meaning of life is friendship and detachment,irrelevant
Lets keep the murder out of the white house,irrelevant
My dreams will come true,irrelevant
gugu gaga,irrelevant
erm,irrelevant
bruh bruh bruh,irrelevant
halo is the best video game,irrelevant
master chief and cortana are sus,irrelevant
Saturn is the seventh planet in the solar system,irrelevant
Do I have to?,irrelevant
You already know,irrelevant
soyabean oil is healthy for you if you're a sumo,irrelevant
reading murakami in my free time is fun,irrelevant
Manchester United is my favorite team,irrelevant
Don't worry about it,irrelevant
son of a bitch,irrelevant
Translate hello to French,irrelevant
Haikyuu is a great anime,irrelevant
help,notify_sos
Call the police,notify_sos
I need help,notify_sos
I hear screaming,notify_sos
Please alert someone,notify_sos
I'm having an asthma attack,notify_sos
I can't breathe,notify_sos
My chest hurts,notify_sos
I've fallen and can't get up,notify_sos
Blood is everywhere,notify_sos
I see smoke,notify_sos
The building is on fire,notify_sos
I feel dizzy and faint,notify_sos
My heart is racing,notify_sos
I'm trapped under something,notify_sos
I need medical attention,notify_sos
Get me an ambulance,notify_sos
Call 100 for me,notify_sos
There's a gas leak,notify_sos
Water is flooding the floor,notify_sos
I just had a seizure,notify_sos
I'm choking on something,notify_sos
I can't move my leg,notify_sos
I think I broke my arm,notify_sos
I'm burning badly,notify_sos
My car is in an accident,notify_sos
This is a life-threatening emergency,notify_sos
Help me,notify_sos
Please help,notify_sos
Call someone,notify_sos
I'm scared,notify_sos
I fell down,notify_sos
I'm bleeding,notify_sos
Call my son,notify_sos
Call an ambulance,notify_sos
I can't breathe,notify_sos
There's blood,notify_sos
I think I'm dying,notify_sos
Notify the police,notify_sos
help please its critical,notify_sos
my situation is critical,notify_sos
it s a critical situation,notify_sos
Notify the authorities,notify_sos
Notify the hospital,notify_sos
Notify the doctor,notify_sos
Notify my son,notify_sos
Notify the cops,notify_sos
Notify the hospital right now,notify_sos
There's a flood,notify_sos
My house is flooding,notify_sos
Water is flooding in,notify_sos
There is water everywhere and I am wet,notify_sos
Help there's water everywhere,notify_sos
Help the water is getting high,notify_sos
Please notify the doctor,notify_sos
I'm hurt,notify_sos
Emergency,notify_sos
Can you call for help?,notify_sos
I need a doctor,notify_sos
I feel dizzy,notify_sos
I'm having chest pain,notify_sos
My heart hurts,notify_sos
I can't move,notify_sos
Notify my family,notify_sos
Call my daughter,notify_sos
Alert someone,notify_sos
I'm in danger,notify_sos
Please save me,notify_sos
Get help,notify_sos
I'm not okay,notify_sos
I can't stand up,notify_sos
I'm on the floor,notify_sos
I hit my head,notify_sos
I collapsed,notify_sos
I need assistance,notify_sos
Call a nurse,notify_sos
Something's wrong,notify_sos
I'm shaking,notify_sos
My vision is blurry,notify_sos
I am about to pass out,notify_sos
I might pass out,notify_sos
I might pass out any minute,notify_sos
Feels like I am going to pass out,notify_sos
"So close to pass out, I'm dizzy",notify_sos
I am going to pass out,notify_sos
I am passing out,notify_sos
I am fainting,notify_sos
I fainted,notify_sos
I am about to faint,notify_sos
I passed out,notify_sos
I'm fainting,notify_sos
My leg is broken,notify_sos
I think I broke something,notify_sos
I'm falling,notify_sos
Can you hear me?,notify_sos
I'm trapped,notify_sos
I'm stuck,notify_sos
My head hurts,notify_sos
I hear screaming,notify_sos
I hear yelling,notify_sos
Someone's in trouble,notify_sos
I heard a loud crash,notify_sos
There's an intruder,notify_sos
I think someone broke in,notify_sos
Something bad is happening,notify_sos
I have broken a bone,notify_sos
My hand is broken,notify_sos
There's a fire,notify_sos
I smell smoke,notify_sos
The house is shaking,notify_sos
There's water everywhere,notify_sos
I'm afraid!,notify_sos
There's too much pain,notify_sos
hurting,notify_sos
I'm freezing,notify_sos
I'm burning,notify_sos
My arm hurts badly,notify_sos
I'm so cold,notify_sos
I'm too hot,notify_sos
I have been shocked,notify_sos
I was shocked by a wire,notify_sos
I wire shocked me,notify_sos
I was electrocuted,notify_sos
I got shocked,notify_sos
I touched a wire,notify_sos
I feel numb,notify_sos
My hand won't move,notify_sos
I'm slurring my words,notify_sos
My face feels weird,notify_sos
My mouth won't move,notify_sos
I'm having a seizure,notify_sos
please save me,notify_sos
send someone to save me,notify_sos
i need someone to save me,notify_sos
I'm choking,notify_sos
Send help,notify_sos
Call emergency services,notify_sos
I need urgent help,notify_sos
This is serious,notify_sos
It's critical!,notify_sos
Call the doctor now,notify_sos
I'm in severe pain,notify_sos
I feel like I'm dying,notify_sos
I am hurt,notify_sos
This hurts a lot,notify_sos
My chest is tight,notify_sos
My head is spinning,notify_sos
I am about to die,notify_sos
I might die,notify_sos
About to die,notify_sos
Going to die,notify_sos
I am going to die,notify_sos
I'm hyperventilating,notify_sos
My breathing is fast,notify_sos
I can't calm down,notify_sos
Everything is blurry,notify_sos
I am losing vision,notify_sos
I am unable to breathe,notify_sos
"Help me, please!",notify_sos
I am panicking,notify_sos
Call doctor,notify_sos
need doctor,notify_sos
need help,notify_sos
I need the doctor,notify_sos
I need help,notify_sos
Send someone to help me,notify_sos
I am bleeding,notify_sos
There is blood everywhere,notify_sos
I need my doctor,notify_sos
Call the hospital,notify_sos
Call the medical help,notify_sos
Call for help,notify_sos
I need help,notify_sos
Help me please,notify_sos
please help me,notify_sos
please I require help,notify_sos
alert the police,notify_sos
alert the doctor,notify_sos
call police,notify_sos
call help,notify_sos
please police,notify_sos
save me please,notify_sos
I need you to save me,notify_sos
God save me please,notify_sos
send someone to save me,notify_sos
I need the police to save me,notify_sos
Call the hospital to save me,notify_sos
I need the police,notify_sos
I require police,notify_sos
police please,notify_sos
Get the police,notify_sos
I can smell gas,notify_sos
there's gas,notify_sos
there's gas everywhere,notify_sos
I fell,notify_sos
I fell down to the ground,notify_sos
I can't get up off the ground,notify_sos
Please I fell,notify_sos
Please help me get up,notify_sos
Help me get up,notify_sos
My heart hurts,notify_sos
There is pain in my heart,notify_sos
heart pain,notify_sos
head pain,notify_sos
pain,notify_sos
there is so much pain,notify_sos
seizure,notify_sos
shock,notify_sos
burn,notify_sos
broken bone,remind_later
alert me 3 minutes from now,remind_later
alert me 5 minutes from now,remind_later
alert me after a while,remind_later
alert me in 10 minutes from now,remind_later
alert me in 20 minutes,remind_later
alert me in a bit,remind_later
alert me in a second,remind_later
alert me later,remind_later
can you alert me later,remind_later
can you postpone this a bit for me,remind_later
Can you remind me after 1 minutes,remind_later
Can you remind me after 11 minutes,remind_later
Can you remind me after 16 minutes,remind_later
Can you remind me after 16 minutes.,remind_later
Can you remind me after 17 minutes,remind_later
Can you remind me after 19 minutes,remind_later
Can you remind me after 2 minutes,remind_later
Can you remind me after 21 minutes,remind_later
Can you remind me after 23 minutes,remind_later
Can you remind me after 25 minutes,remind_later
Can you remind me after 25 minutes.,remind_later
Can you remind me after 28 minutes,remind_later
Can you remind me after 3 minutes,remind_later
Can you remind me after 30 minutes,remind_later
Can you remind me after 5 minutes,remind_later
Can you remind me after 7 minutes,remind_later
Can you remind me after 8 minutes,remind_later
Can you remind me after 9 minutes,remind_later
can you remind me in a bit,remind_later
Can you remind me later,remind_later
could you alert me in a bit,remind_later
could you alert me later,remind_later
could you notify me again in a bit,remind_later
Delay by 11 minutes,remind_later
Delay by 12 minutes,remind_later
Delay by 13 minutes,remind_later
Delay by 15 minutes,remind_later
Delay by 16 minutes,remind_later
Delay by 17 minutes,remind_later
Delay by 18 minutes,remind_later
Delay by 2 minutes,remind_later
Delay by 2 minutes!,remind_later
Delay by 22 minutes,remind_later
Delay by 25 minutes.,remind_later
Delay by 3 minutes,remind_later
Delay by 30 minutes,remind_later
Delay by 5 minutes,remind_later
Delay by 7 minutes,remind_later
Delay by 7 minutes!,remind_later
Delay by 9 minutes,remind_later
delay it,remind_later
hold off for now,remind_later
I am busy,remind_later
I am currently busy,remind_later
I am busy right now,remind_later
I am busy at the moment,remind_later
At the moment I am busy,remind_later
"Later, I am busy right now",remind_later
currently busy,remind_later
busy right now,remind_later
busy at the moment,remind_later
"busy, later",remind_later
I am busy at the moment,remind_later
I can't take it right now!,remind_later
I need some time,remind_later
I'd like a later reminder,remind_later
I'll do it later,remind_later
I'll do it soon,remind_later
I'll handle it later,remind_later
I'll take it in 13 minutes.,remind_later
I'll take it in 15 minutes,remind_later
I'll take it in 17 minutes,remind_later
I'll take it in 18 minutes,remind_later
I'll take it in 19 minutes,remind_later
I'll take it in 2 minutes,remind_later
I'll take it in 20 minutes,remind_later
I'll take it in 21 minutes,remind_later
I'll take it in 23 minutes,remind_later
I'll take it in 26 minutes,remind_later
I'll take it in 27 minutes,remind_later
I'll take it in 28 minutes,remind_later
I'll take it in 29 minutes,remind_later
I'll take it in 29 minutes!,remind_later
I'll take it in 4 minutes,remind_later
I'll take it in 5 minutes.,remind_later
In 1 minutes please,remind_later
In 10 minutes please,remind_later
In 11 minutes please,remind_later
In 19 minutes please,remind_later
In 20 minutes please,remind_later
In 24 minutes please,remind_later
In 27 minutes please,remind_later
In 28 minutes please!,remind_later
In 30 minutes please,remind_later
In 4 minutes please!,remind_later
In 6 minutes please,remind_later
In 7 minutes please,remind_later
In 9 minutes please.,remind_later
just a bit later please,remind_later
kindly push the reminder,remind_later
let me do it later,remind_later
no I can't take it right now,remind_later
no not right now,remind_later
not right now,remind_later
not the right time,remind_later
"not yet, remind me again",remind_later
Now's not the time toots,remind_later
ping me again later,remind_later
please alert me later,remind_later
Please remind me later,remind_later
please reschedule it for later,remind_later
postpone the alarm,remind_later
postpone the alarm for later,remind_later
I need you to postpone the alarm,remind_later
please postpone the alarm,remind_later
please postpone the reminder,remind_later
postpone the reminder,remind_later
remind in a bit,remind_later
remind later,remind_later
remind me again in a bit,remind_later
remind me again later,remind_later
Remind me in 11 minutes,remind_later
Remind me in 12 minutes,remind_later
Remind me in 13 minutes,remind_later
Remind me in 14 minutes,remind_later
Remind me in 16 minutes,remind_later
Remind me in 2 minutes.,remind_later
Remind me in 20 minutes,remind_later
Remind me in 22 minutes,remind_later
Remind me in 23 minutes,remind_later
Remind me in 25 minutes,remind_later
Remind me in 28 minutes,remind_later
Remind me in 3 minutes,remind_later
Remind me in 4 minutes,remind_later
Remind me in 4 minutes!,remind_later
Remind me in 6 minutes,remind_later
Remind me in 7 minutes,remind_later
Remind me in 7 minutes!,remind_later
Remind me in 8 minutes,remind_later
Remind me in 9 minutes,remind_later
Remind me in a bit,remind_later
remind me later,remind_later
snooze,remind_later
snooze it for a bit,remind_later
let it snooze for a bit,remind_later
let it snooze for 5 minute,remind_later
let it snooze for 10 minutes,remind_later
Please snooze it,remind_later
I want to snooze it,remind_later
just snooze it,remind_later
snooze it,remind_later
later on,remind_later
later,remind_later
no later,remind_later
later please,remind_later
do it later,remind_later
postpone it please,remind_later